Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
SWH_liberal_2;Национал-либеральная партия;;;;;;;;;;;;;
SWH_liberal_3;Фрейсиннигская партия;;;;;;;;;;;;;
SWH_socialist;Немецкое рабочее общество;;;;;;;;;;;;;
SWH_socialist_2;Социал-демократическая рабочая партия;;;;;;;;;;;;;
SWH_socialist_3;Социал-демократическая рабочая партия;;;;;;;;;;;;;
SWH_reactionary;Национальная партия;;;;;;;;;;;;;
SWH_conservative_2;Консервативная партия;;;;;;;;;;;;;
SWH_conservative_3;Христианско-социальная рабочая партия;;;;;;;;;;;;;
SWH_anarcho_liberal;Радикальная рабочая партия;;;;;;;;;;;;;
SWH_communist;Коммунистическая рабочая партия;;;;;;;;;;;;;
SWH_fascist;NSDP;;;;;;;;;;;;;
SWK;Саравак;;;;;;;;;;;;;
SWK_ADJ;Саравакск.;;;;;;;;;;;;;
SWK_fascist_dictatorship;Республика Борнео;;;;;;;;;;;;;
SWK_fascist_dictatorship_ADJ;Борнеанск.;;;;;;;;;;;;;
SWK_conservative;Фракция раджи;Фракция раджи;Фракция раджи;;;;;;;;;;;
SWK_liberal;Либеральная фракция;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
SWK_reactionary;Националистическая фракция;Националистическая фракция;Националистическая фракция;;;;;;;;;;;
SWK_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
SWK_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
SWK_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
SWK_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
SIE;Трансильвания;;;;;;;;;;;;;
SIE_ADJ;Трансильванск.;;;;;;;;;;;;;
SXI;Шаньси;Клика Шаньси;Клика Шаньси;;;;;;;;;;;
SXI_presidential_dictatorship;Клика Шаньси;Клика Шаньси;Клика Шаньси;;;;;;;;;;;
SYR;Сирия;;;;;;;;;;;;;
SYR_ADJ;Сирийск.;;;;;;;;;;;;;
SYR_liberal;Партия исламского восстановления в Сирии;;;;;;;;;;;;;
SYR_conservative;Общество арабской молодежи;;;;;;;;;;;;;
SYR_socialist;Арабская социалистическая движение;;;;;;;;;;;;;
SYR_reactionary;Движение национального обновления;;;;;;;;;;;;;
SYR_anarcho_liberal;Партия свободных сирийцев;;;;;;;;;;;;;
SYR_communist;Сирийская коммунистическая партия;;;;;;;;;;;;;
SYR_fascist;Сирийская национально-социалистическая партия;;;;;;;;;;;;;
SZC;Сычуань;;;;;;;;;;;;;
SZC_ADJ;Сычуаньск.;;;;;;;;;;;;;
SZC_presidential_dictatorship;Клика Сычуань;;;;;;;;;;;;;
SZC_reactionary;Бейянский фракция;Фракция Ронгтин;Ронгтин-фракция;;;;;;;;;;;
SZC_socialist;Социалистическая партия;Социалистическая партия;Социалистическая партия;;;;;;;;;;;
SZC_communist;Коммунистическая партия Китая;Коммунистическая партия Китая;Коммунистическая партия Китая;;;;;;;;;;;
SZC_liberal;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
SZC_conservative;Фракция Куоминьтан;Фракция Куоминьтан;Фракция Куоминьтан;;;;;;;;;;;
SZC_fascist;Фашистская партия;Фашистская партия;Фашистская партия;;;;;;;;;;;
SZC_anarcho_liberal;Партия свободы;Партия свободы;Партия свободы;;;;;;;;;;;
TAI;Тайвань;;;;;;;;;;;;;
TAI_ADJ;Тайваньск.;;;;;;;;;;;;;
TAI_conservative;Консервативная партия;;;;;;;;;;;;;
TAI_liberal;Либеральная партия;;;;;;;;;;;;;
TAI_reactionary;Национальная партия;;;;;;;;;;;;;
TAI_anarcho_liberal;Радикальная партия;;;;;;;;;;;;;
TAI_socialist;Социалистическая партия;;;;;;;;;;;;;
TAI_communist;Коммунистическая партия;;;;;;;;;;;;;
TAI_fascist;Фашистская партия;;;;;;;;;;;;;
TAJ;Таджикистан;;;;;;;;;;;;;
TAJ_ADJ;Таджикск.;;;;;;;;;;;;;
TAJ_conservative;Королевская фракция;;;;;;;;;;;;;
TAJ_liberal;Либеральная фракция;;;;;;;;;;;;;
TAJ_reactionary;Националистическая фракция;;;;;;;;;;;;;
TAJ_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
TAJ_socialist;Социалистическая фракция;;;;;;;;;;;;;
TAJ_communist;Коммунистическая фракция;;;;;;;;;;;;;
TAJ_fascist;Фашистская фракция;;;;;;;;;;;;;
TAR;Татарстан;;;;;;;;;;;;;
TAR_ADJ;Татарск.;;;;;;;;;;;;;
TAR_conservative;Консервативные фракции;;;;;;;;;;;;;
TAR_liberal;Либеральные фракции;;;;;;;;;;;;;
TAR_reactionary;Фракция ханства;;;;;;;;;;;;;
TAR_anarcho_liberal;Либертарные фракции;;;;;;;;;;;;;
TAR_socialist;Социалистические фракции;;;;;;;;;;;;;
TAR_communist;Коммунистические фракции;;;;;;;;;;;;;
TAR_fascist;Националистические фракции;;;;;;;;;;;;;
TAS;Тасмания;;;;;;;;;;;;;
TAS_ADJ;Тасманск.;;;;;;;;;;;;;
TAS_absolute_monarchy;Ван-Диеменская земля;;;;;;;;;;;;;
TAS_absolute_monarchy_ADJ;Ван-Диеменск.;;;;;;;;;;;;;
TAS_conservative;Фракция консерваторов;;;;;;;;;;;;;
TAS_conservative_1;Партия против социалистов;;;;;;;;;;;;;
TAS_conservative_2;Националистическая партия;;;;;;;;;;;;;
TAS_liberal;Фракция либералов;;;;;;;;;;;;;
TAS_liberal_1;Либеральная партия;;;;;;;;;;;;;
TAS_socialist;Фракция труда;;;;;;;;;;;;;
TAS_socialist_1;Партия труда;;;;;;;;;;;;;
TAS_communist;Коммунистическая партия;;;;;;;;;;;;;
TAS_reactionary;Радикальные националисты;;;;;;;;;;;;;
TAS_reactionary_2;Партия страны;;;;;;;;;;;;;
TAS_anarcho_liberal;Радикальные либералы;;;;;;;;;;;;;
TAS_fascist;Фашистская партия;;;;;;;;;;;;;
TCA;Закавказье;;;;;;;;;;;;;
TCA_ADJ;Закавказск.;;;;;;;;;;;;;
TKG;Эзо;;;;;;;;;;;;;
TKG_ADJ;Эзо;;;;;;;;;;;;;
TKG_fascist;Партия Кокурикай;;;;;;;;;;;;;
TKM;Туркменистан;;;;;;;;;;;;;
TKM_ADJ;Туркменск.;;;;;;;;;;;;;
TKM_conservative;Королевская фракция;;;;;;;;;;;;;
TKM_liberal;Либеральная фракция;;;;;;;;;;;;;
TKM_reactionary;Националистическая фракция;;;;;;;;;;;;;
TKM_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
TKM_socialist;Социалистическая фракция;;;;;;;;;;;;;
TKM_communist;Коммунистическая фракция;;;;;;;;;;;;;
TKM_fascist;Фашистская фракция;;;;;;;;;;;;;
TKS;Туркестан;;;;;;;;;;;;;
TKS_ADJ;Тюркск.;;;;;;;;;;;;;
TKS_conservative;Королевская фракция;;;;;;;;;;;;;
TKS_liberal;Либеральная фракция;;;;;;;;;;;;;
TKS_reactionary;Националистическая фракция;;;;;;;;;;;;;
TKS_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
TKS_socialist;Социалистическая фракция;;;;;;;;;;;;;
TKS_communist;Коммунистическая фракция;;;;;;;;;;;;;
TKS_fascist;Фашистская фракция;;;;;;;;;;;;;
TGA;Тонга;;;;;;;;;;;;;
TGA_ADJ;Тонганск.;;;;;;;;;;;;;
TNZ;Танганьика;;;;;;;;;;;;;
TNZ_ADJ;Танганькский;;;;;;;;;;;;;
TNZ_liberal;Гражданский объединенный фронт;;;;;;;;;;;;;
TNZ_conservative;Партия за демократию и прогресс;;;;;;;;;;;;;
TNZ_socialist;NCCR Mageuzi;;;;;;;;;;;;;
TNZ_reactionary;Партия справедливости и развития;;;;;;;;;;;;;
TNZ_anarcho_liberal;Объединенная демократическая партия;;;;;;;;;;;;;
TNZ_communist;Партия революции;;;;;;;;;;;;;
TNZ_fascist;Альянс национального восстановления;;;;;;;;;;;;;
TNT;Тува;;;;;;;;;;;;;
TNT_ADJ;Тувинск.;;;;;;;;;;;;;
TNT_reactionary;Фракция лам;Фракция Лама;Фракция Лама;;;;;;;;;;;
TNT_socialist;Социалистическая партия;Социалистическая партия;Социалистическая партия;;;;;;;;;;;
TNT_communist;Коммунистическая партия;Коммунистическая партия;Коммунистическая партия;;;;;;;;;;;
TNT_liberal;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
TNT_anarcho_liberal;Партия свободы;Партия свободы;Партия свободы;;;;;;;;;;;
TNT_conservative;Консервативная партия;Консервативная партия;Консервативная партия;;;;;;;;;;;
TNT_fascist;Партия единства;Партия единства;Партия единства;;;;;;;;;;;
TOG;Того;;;;;;;;;;;;;
TOG_ADJ;Тоголезск.;;;;;;;;;;;;;
TOG_liberal;UCPN;;;;;;;;;;;;;
TOG_conservative;Партия прогресса;;;;;;;;;;;;;
TOG_reactionary;Собрание тоголезского народа;;;;;;;;;;;;;
TOG_socialist;Партия тоголезского единства;;;;;;;;;;;;;
TOG_anarcho_liberal;Собрание молодых тоголезцев;;;;;;;;;;;;;
TOG_communist;Juvento;;;;;;;;;;;;;
TOG_fascist;Движение народа Того;;;;;;;;;;;;;
TOS;Сикоку;;;;;;;;;;;;;
TOS_ADJ;Сикоку;;;;;;;;;;;;;
TOS_absolute_monarchy;Тоса;;;;;;;;;;;;;
TOS_prussian_constitutionalism;Тоса;;;;;;;;;;;;;
TOS_hms_government;Тоса;;;;;;;;;;;;;
TOS_absolute_monarchy_ADJ;Ямаучи;;;;;;;;;;;;;
TOS_prussian_constitutionalism_ADJ;Ямаучи;;;;;;;;;;;;;
TOS_hms_government_ADJ;Ямаучи;;;;;;;;;;;;;
TOU;Тукулорская империя;;;;;;;;;;;;;
TOU_ADJ;Тукулорск.;;;;;;;;;;;;;
TOU_democracy;Тукулорская республика;;;;;;;;;;;;;
